user_id,plan_type,monthly_price,start_date,end_date,country,status
9762,Free,0,2022-05-16,,JP,Active
9763,Pro,15,2023-08-16,,UK,Active
9764,Pro,15,2022-01-19,2022-07-21,CA,Churned
9765,Free,0,2022-10-12,,CA,Active
9766,Business,30,2023-06-11,2023-11-09,US,Churned
9767,Business,30,2023-12-20,,JP,Active
9768,Free,0,2024-04-22,,JP,Active
9769,Pro,15,2022-04-24,,AU,Active
9770,Business,30,2022-04-19,,JP,Active
9771,Business,30,2023-11-27,,UK,Active
9772,Free,0,2022-07-01,,UK,Active
9773,Free,0,2023-08-22,2024-08-22,JP,Churned
9774,Pro,15,2022-03-07,,UK,Active
9775,Free,0,2024-01-12,2024-11-30,CA,Churned
9776,Pro,15,2022-12-24,,AU,Active
9777,Business,30,2024-06-13,,US,Active
9778,Free,0,2023-10-18,,JP,Active
9779,Business,30,2024-05-19,,JP,Active
9780,Pro,15,2024-01-04,2024-04-21,UK,Churned
9781,Free,0,2022-09-19,,JP,Active
9782,Pro,15,2022-07-02,,JP,Active
9783,Business,30,2023-05-26,2023-11-06,JP,Churned
9784,Business,30,2023-10-29,,UK,Active
9785,Pro,15,2022-11-10,,UK,Active
9786,Free,0,2023-04-20,,JP,Active
9787,Pro,15,2023-03-16,,UK,Active
9788,Business,30,2022-06-29,,AU,Active
9789,Business,30,2022-12-26,,US,Active
9790,Free,0,2023-04-12,,US,Active
9791,Pro,15,2022-10-09,,AU,Active
9792,Pro,15,2022-02-26,,JP,Active
9793,Free,0,2024-03-29,,CA,Active
9794,Pro,15,2024-01-29,2025-02-19,UK,Churned
9795,Business,30,2022-06-10,,JP,Active
9796,Pro,15,2023-07-25,2023-09-07,AU,Churned
9797,Free,0,2022-06-13,,US,Active
9798,Pro,15,2022-10-27,,UK,Active
9799,Pro,15,2022-08-12,,JP,Active
9800,Pro,15,2024-04-02,,CA,Active
9801,Free,0,2023-08-19,,JP,Active
9802,Free,0,2023-06-01,,CA,Active
9803,Pro,15,2024-02-19,,UK,Active
9804,Pro,15,2024-05-20,,JP,Active
9805,Business,30,2023-03-13,,UK,Active
9806,Pro,15,2023-09-25,,CA,Active
9807,Pro,15,2024-06-09,,AU,Active
9808,Pro,15,2023-05-22,,US,Active
9809,Business,30,2022-12-01,,JP,Active
9810,Business,30,2024-03-03,,UK,Active
9811,Free,0,2023-08-05,,JP,Active
9812,Pro,15,2022-07-03,2023-06-18,US,Churned
9813,Free,0,2022-03-24,,UK,Active
9814,Pro,15,2022-03-28,,CA,Active
9815,Free,0,2022-09-26,,US,Active
9816,Pro,15,2024-03-10,2024-08-15,UK,Churned
9817,Free,0,2023-07-05,2024-02-29,CA,Churned
9818,Free,0,2023-06-23,2024-07-12,AU,Churned
9819,Pro,15,2023-03-27,,US,Active
9820,Pro,15,2023-04-16,,AU,Active
9821,Pro,15,2023-11-26,,UK,Active
9822,Pro,15,2024-02-27,2024-09-07,US,Churned
9823,Pro,15,2022-07-26,,US,Active
9824,Pro,15,2024-02-13,,JP,Active
9825,Pro,15,2023-10-27,,JP,Active
9826,Free,0,2022-06-22,,UK,Active
9827,Free,0,2022-01-16,2022-10-19,JP,Churned
9828,Pro,15,2022-07-15,2022-10-06,CA,Churned
9829,Pro,15,2023-02-28,,UK,Active
9830,Free,0,2023-12-19,,JP,Active
9831,Free,0,2023-03-20,,JP,Active
9832,Free,0,2022-03-23,2022-05-09,JP,Churned
9833,Free,0,2022-05-14,2022-10-28,US,Churned
9834,Pro,15,2023-12-10,,UK,Active
9835,Business,30,2022-05-27,,UK,Active
9836,Pro,15,2023-05-15,,AU,Active
9837,Pro,15,2024-04-11,,US,Active
9838,Pro,15,2023-06-11,,US,Active
9839,Pro,15,2023-01-26,,US,Active
9840,Pro,15,2023-10-20,,UK,Active
9841,Pro,15,2022-07-03,,CA,Active
9842,Pro,15,2024-01-29,,AU,Active
9843,Business,30,2023-04-21,,UK,Active
9844,Pro,15,2024-02-12,2024-08-16,JP,Churned
9845,Free,0,2023-07-13,,AU,Active
9846,Business,30,2022-12-26,2024-01-25,UK,Churned
9847,Business,30,2023-02-01,,US,Active
9848,Pro,15,2022-05-10,,CA,Active
9849,Free,0,2022-10-18,,JP,Active
9850,Pro,15,2024-03-16,,US,Active
9851,Pro,15,2023-08-13,,JP,Active
9852,Pro,15,2023-03-11,2024-01-17,AU,Churned
9853,Free,0,2022-09-01,2023-08-15,US,Churned
9854,Pro,15,2023-12-30,,US,Active
9855,Pro,15,2023-02-13,,US,Active
9856,Pro,15,2022-09-01,,UK,Active
9857,Pro,15,2023-07-28,,CA,Active
9858,Free,0,2022-09-29,,JP,Active
9859,Business,30,2022-09-22,,AU,Active
9860,Pro,15,2022-07-06,,UK,Active
9861,Free,0,2023-11-27,2024-12-24,CA,Churned
9862,Business,30,2023-10-19,,UK,Active
9863,Free,0,2022-08-19,,AU,Active
9864,Business,30,2022-05-05,,UK,Active
9865,Business,30,2023-08-03,,UK,Active
9866,Business,30,2022-07-04,,JP,Active
9867,Business,30,2022-05-05,2023-06-02,UK,Churned
9868,Free,0,2023-08-19,,AU,Active
9869,Pro,15,2022-09-01,,UK,Active
9870,Business,30,2022-01-06,2022-04-08,UK,Churned
9871,Free,0,2022-07-02,2022-09-29,JP,Churned
9872,Free,0,2022-01-09,,JP,Active
9873,Free,0,2023-09-23,,US,Active
9874,Free,0,2023-11-29,2024-05-19,UK,Churned
9875,Free,0,2023-08-28,,US,Active
9876,Business,30,2023-07-28,,JP,Active
9877,Pro,15,2023-10-15,,UK,Active
9878,Pro,15,2024-04-01,,AU,Active
9879,Pro,15,2023-02-08,,CA,Active
9880,Free,0,2022-04-20,,UK,Active
9881,Free,0,2022-07-17,2022-10-29,UK,Churned
9882,Pro,15,2022-08-06,,UK,Active
9883,Pro,15,2023-08-20,,AU,Active
9884,Pro,15,2023-05-24,2023-07-24,AU,Churned
9885,Pro,15,2023-05-24,2024-04-05,AU,Churned
9886,Business,30,2024-05-02,2024-11-20,CA,Churned
9887,Pro,15,2022-11-25,,CA,Active
9888,Free,0,2022-11-10,,UK,Active
9889,Pro,15,2023-05-01,,US,Active
9890,Pro,15,2022-12-03,,AU,Active
9891,Pro,15,2022-09-26,,US,Active
9892,Pro,15,2023-04-04,2023-10-05,CA,Churned
9893,Free,0,2023-12-30,2024-08-08,AU,Churned
9894,Pro,15,2023-01-15,,CA,Active
9895,Pro,15,2023-08-13,,UK,Active
9896,Pro,15,2023-04-05,2023-08-17,UK,Churned
9897,Pro,15,2023-07-13,,CA,Active
9898,Business,30,2023-03-20,,CA,Active
9899,Business,30,2023-01-22,,JP,Active
9900,Pro,15,2023-01-06,,UK,Active
9901,Business,30,2022-04-10,,US,Active
9902,Business,30,2022-01-18,,UK,Active
9903,Pro,15,2022-06-30,,JP,Active
9904,Pro,15,2022-06-16,,CA,Active
9905,Free,0,2023-01-22,,AU,Active
9906,Pro,15,2023-11-26,2024-01-25,CA,Churned
9907,Pro,15,2023-05-29,2024-03-09,CA,Churned
9908,Free,0,2022-06-18,,JP,Active
9909,Business,30,2023-10-24,2024-08-30,UK,Churned
9910,Free,0,2023-08-06,,JP,Active
9911,Free,0,2022-05-30,2023-03-06,JP,Churned
9912,Business,30,2022-07-15,,UK,Active
9913,Pro,15,2024-01-01,,JP,Active
9914,Pro,15,2023-11-11,2024-11-11,JP,Churned
9915,Pro,15,2024-01-28,,AU,Active
9916,Pro,15,2022-12-16,,UK,Active
9917,Pro,15,2022-07-05,,CA,Active
9918,Free,0,2023-05-09,2023-11-15,JP,Churned
9919,Business,30,2022-02-17,,US,Active
9920,Pro,15,2024-05-27,,AU,Active
9921,Pro,15,2022-07-16,,CA,Active
9922,Pro,15,2023-12-21,,UK,Active
9923,Free,0,2022-04-29,2023-05-15,US,Churned
9924,Business,30,2024-02-02,2024-12-15,US,Churned
9925,Business,30,2023-10-17,2024-09-28,UK,Churned
9926,Free,0,2023-04-18,,CA,Active
9927,Pro,15,2024-03-31,2024-08-25,JP,Churned
9928,Free,0,2023-11-01,,AU,Active
9929,Pro,15,2023-10-06,,AU,Active
9930,Pro,15,2023-10-17,,CA,Active
9931,Pro,15,2023-04-13,2024-05-13,AU,Churned
9932,Business,30,2022-07-25,2023-01-31,US,Churned
9933,Business,30,2022-08-17,,US,Active
9934,Business,30,2024-04-03,,CA,Active
9935,Business,30,2022-01-24,2022-06-20,CA,Churned
9936,Free,0,2022-08-14,,AU,Active
9937,Free,0,2022-05-09,2022-11-12,AU,Churned
9938,Business,30,2023-08-29,,UK,Active
9939,Pro,15,2022-10-02,2023-09-16,US,Churned
9940,Free,0,2024-05-31,2024-10-08,US,Churned
9941,Free,0,2022-08-22,,UK,Active
9942,Free,0,2022-10-24,2023-01-15,JP,Churned
9943,Free,0,2023-03-04,,AU,Active
9944,Business,30,2023-12-21,2024-07-02,CA,Churned
9945,Pro,15,2022-06-29,,US,Active
9946,Free,0,2022-12-21,,JP,Active
9947,Pro,15,2023-08-15,,US,Active
9948,Pro,15,2022-08-25,,US,Active
9949,Pro,15,2024-02-28,,CA,Active
9950,Business,30,2023-03-02,,CA,Active
9951,Free,0,2024-04-17,,JP,Active
9952,Free,0,2024-05-04,,JP,Active
9953,Free,0,2022-04-05,,AU,Active
9954,Pro,15,2023-08-02,2024-08-04,UK,Churned
9955,Pro,15,2023-06-15,,JP,Active
9956,Pro,15,2022-08-29,2023-06-25,US,Churned
9957,Free,0,2023-03-08,,CA,Active
9958,Pro,15,2024-05-26,2025-05-30,AU,Churned
9959,Business,30,2022-02-06,,UK,Active
9960,Business,30,2023-09-24,,US,Active
9961,Business,30,2022-03-25,,UK,Active
9962,Free,0,2022-05-20,2023-04-20,UK,Churned
9963,Free,0,2024-06-17,,AU,Active
9964,Free,0,2023-01-14,,JP,Active
9965,Pro,15,2022-11-30,,JP,Active
9966,Pro,15,2023-07-01,,CA,Active
9967,Business,30,2023-12-11,,JP,Active
9968,Pro,15,2022-04-10,,CA,Active
9969,Free,0,2024-03-22,,US,Active
9970,Free,0,2024-01-10,,UK,Active
9971,Business,30,2022-02-24,,US,Active
9972,Pro,15,2022-06-10,,US,Active
9973,Pro,15,2022-05-30,,AU,Active
9974,Free,0,2023-10-13,,CA,Active
9975,Pro,15,2023-04-11,2023-05-17,CA,Churned
9976,Free,0,2022-07-04,2023-07-23,UK,Churned
9977,Business,30,2023-12-02,,JP,Active
9978,Free,0,2023-12-26,,AU,Active
9979,Business,30,2023-07-05,,JP,Active
9980,Pro,15,2023-10-14,,AU,Active
9981,Business,30,2023-10-18,2024-11-02,AU,Churned
9982,Pro,15,2023-11-17,,US,Active
9983,Business,30,2023-07-23,2023-10-16,AU,Churned
9984,Pro,15,2022-10-28,,JP,Active
9985,Free,0,2023-04-09,2023-08-18,US,Churned
9986,Business,30,2022-09-08,,CA,Active
9987,Free,0,2022-01-08,,CA,Active
9988,Pro,15,2023-08-26,,UK,Active
9989,Free,0,2024-01-09,,US,Active
9990,Pro,15,2024-03-12,2025-01-08,JP,Churned
9991,Pro,15,2023-12-02,2025-01-02,JP,Churned
9992,Free,0,2022-03-05,,JP,Active
9993,Free,0,2023-09-02,,UK,Active
9994,Pro,15,2023-12-13,,CA,Active
9995,Pro,15,2024-01-02,,UK,Active
9996,Free,0,2022-12-24,,US,Active
9997,Business,30,2023-09-08,2024-08-09,AU,Churned
9998,Business,30,2024-02-10,2024-12-13,JP,Churned
9999,Pro,15,2022-06-22,2023-01-20,UK,Churned
10000,Business,30,2022-05-04,,JP,Active
10001,Pro,15,2023-05-15,2023-06-15,JP,Churned
10002,Pro,15,2023-12-21,,UK,Active
10003,Business,30,2022-02-24,2022-06-17,JP,Churned
10004,Pro,15,2023-07-09,2024-05-14,CA,Churned
10005,Business,30,2022-06-17,2022-10-19,CA,Churned
10006,Pro,15,2022-11-22,,JP,Active
10007,Business,30,2023-03-02,2023-12-16,CA,Churned
10008,Free,0,2023-08-10,,US,Active
10009,Pro,15,2023-03-01,2023-08-29,US,Churned
10010,Free,0,2022-04-24,,CA,Active
10011,Pro,15,2023-05-15,2024-01-18,CA,Churned
10012,Business,30,2023-11-03,,JP,Active
10013,Free,0,2022-03-05,2023-01-12,UK,Churned
10014,Pro,15,2023-02-23,,US,Active
10015,Pro,15,2024-04-29,2024-12-15,JP,Churned
10016,Pro,15,2023-02-21,2023-08-17,JP,Churned
10017,Pro,15,2022-07-17,,CA,Active
10018,Pro,15,2023-03-12,,UK,Active
10019,Pro,15,2024-05-10,2025-05-27,US,Churned
10020,Business,30,2024-04-29,2024-12-30,UK,Churned
10021,Free,0,2022-09-20,2023-02-07,JP,Churned
10022,Pro,15,2022-05-31,,AU,Active
10023,Pro,15,2023-07-14,,US,Active
10024,Pro,15,2023-09-04,,AU,Active
10025,Free,0,2024-03-01,2024-04-10,JP,Churned
10026,Business,30,2024-03-27,,AU,Active
10027,Pro,15,2023-12-19,,US,Active
10028,Pro,15,2022-09-08,2023-05-27,AU,Churned
10029,Pro,15,2024-04-30,,CA,Active
10030,Business,30,2022-05-22,,UK,Active
10031,Pro,15,2023-08-01,,US,Active
10032,Pro,15,2024-04-16,,AU,Active
10033,Business,30,2024-04-23,,UK,Active
10034,Pro,15,2023-02-28,,UK,Active
10035,Pro,15,2023-06-10,,CA,Active
10036,Free,0,2022-04-03,,US,Active
10037,Free,0,2024-01-31,,AU,Active
10038,Pro,15,2024-05-09,2024-10-20,JP,Churned
10039,Free,0,2024-03-20,,UK,Active
10040,Business,30,2023-08-31,2023-09-30,UK,Churned
10041,Pro,15,2022-07-29,,UK,Active
10042,Free,0,2024-04-15,,UK,Active
10043,Business,30,2022-07-23,2023-06-27,US,Churned
10044,Free,0,2024-04-09,,US,Active
10045,Pro,15,2024-03-08,,AU,Active
10046,Free,0,2022-11-20,,US,Active
10047,Free,0,2022-10-13,2023-11-07,US,Churned
10048,Free,0,2022-05-05,2023-03-03,AU,Churned
10049,Business,30,2024-05-26,,CA,Active
10050,Free,0,2022-02-22,2023-03-21,UK,Churned
10051,Pro,15,2023-06-06,2024-05-27,JP,Churned
10052,Business,30,2023-12-16,,AU,Active
10053,Business,30,2023-09-04,,US,Active
10054,Free,0,2022-08-29,2023-03-22,UK,Churned
10055,Pro,15,2024-04-21,,US,Active
10056,Business,30,2022-08-30,2023-05-31,CA,Churned
10057,Business,30,2024-06-12,2024-12-31,UK,Churned
10058,Free,0,2022-01-09,,UK,Active
10059,Business,30,2024-05-20,,JP,Active
10060,Free,0,2023-03-01,,AU,Active
10061,Business,30,2023-03-07,2023-08-24,JP,Churned
10062,Pro,15,2022-01-13,2023-01-24,CA,Churned
10063,Business,30,2023-04-15,,AU,Active
10064,Pro,15,2024-06-02,,UK,Active
10065,Free,0,2024-02-01,,US,Active
10066,Pro,15,2023-11-06,,AU,Active
10067,Free,0,2024-03-13,,US,Active
10068,Business,30,2023-10-12,2024-10-20,JP,Churned
10069,Free,0,2023-12-04,,JP,Active
10070,Pro,15,2023-07-02,,AU,Active
10071,Business,30,2022-06-15,2022-10-19,AU,Churned
10072,Business,30,2023-10-13,,US,Active
10073,Pro,15,2023-11-05,,AU,Active
10074,Free,0,2024-01-09,,JP,Active
10075,Business,30,2022-04-10,,UK,Active
10076,Free,0,2022-06-22,,CA,Active
10077,Business,30,2023-01-10,2023-06-26,CA,Churned
10078,Business,30,2023-05-27,,CA,Active
10079,Business,30,2023-12-04,2024-01-26,CA,Churned
10080,Free,0,2022-07-29,2022-09-12,JP,Churned
10081,Business,30,2023-03-16,,US,Active
10082,Business,30,2023-02-06,,CA,Active
10083,Business,30,2022-05-13,,CA,Active
10084,Pro,15,2022-10-13,,AU,Active
10085,Free,0,2022-09-16,,AU,Active
10086,Free,0,2024-01-20,,AU,Active
10087,Pro,15,2022-03-26,2023-01-12,AU,Churned
10088,Pro,15,2024-01-11,,CA,Active
10089,Free,0,2022-07-27,,UK,Active
10090,Free,0,2023-05-25,,AU,Active
10091,Pro,15,2022-02-10,2022-08-20,CA,Churned
10092,Pro,15,2022-12-11,,JP,Active
10093,Free,0,2022-05-22,,AU,Active
10094,Free,0,2023-01-27,2023-06-13,AU,Churned
10095,Business,30,2023-01-28,,UK,Active
10096,Pro,15,2022-02-08,2022-06-09,AU,Churned
10097,Pro,15,2022-03-26,,UK,Active
10098,Pro,15,2024-01-23,,CA,Active
10099,Free,0,2023-05-24,2024-02-13,AU,Churned
10100,Pro,15,2022-12-14,,US,Active
10101,Free,0,2022-06-03,,CA,Active
10102,Pro,15,2024-03-20,,CA,Active
10103,Business,30,2022-11-21,2023-08-23,AU,Churned
10104,Pro,15,2022-07-18,,CA,Active
10105,Free,0,2023-06-18,,AU,Active
10106,Pro,15,2024-04-27,,AU,Active
10107,Pro,15,2022-03-04,2022-11-27,AU,Churned
10108,Pro,15,2022-03-13,,JP,Active
10109,Free,0,2022-10-15,,US,Active
10110,Business,30,2024-05-27,,US,Active
10111,Free,0,2023-11-23,2024-10-08,AU,Churned
10112,Business,30,2024-05-19,,AU,Active
10113,Business,30,2022-12-02,,AU,Active
10114,Business,30,2022-07-17,,CA,Active
10115,Free,0,2022-05-25,2022-06-25,US,Churned
10116,Business,30,2023-10-13,2024-05-07,US,Churned
10117,Business,30,2024-02-11,,AU,Active
10118,Free,0,2023-01-04,,AU,Active
10119,Business,30,2022-03-05,,US,Active
10120,Business,30,2022-05-07,,UK,Active
10121,Free,0,2023-10-18,2024-02-19,US,Churned
10122,Free,0,2023-01-06,2024-01-24,CA,Churned
10123,Business,30,2022-06-24,,AU,Active
10124,Free,0,2022-05-18,2023-02-12,AU,Churned
10125,Business,30,2024-06-07,2024-11-11,JP,Churned
10126,Pro,15,2023-07-25,,UK,Active
10127,Business,30,2024-04-05,2025-02-02,JP,Churned
10128,Business,30,2023-11-15,,CA,Active
10129,Pro,15,2022-07-15,,CA,Active
10130,Pro,15,2022-03-07,,JP,Active
10131,Business,30,2024-05-23,,JP,Active
10132,Free,0,2024-06-17,,UK,Active
10133,Free,0,2023-05-26,,UK,Active
10134,Business,30,2024-02-26,,UK,Active
10135,Pro,15,2023-05-06,,US,Active
10136,Business,30,2024-04-15,,AU,Active
10137,Pro,15,2023-06-25,,US,Active
10138,Free,0,2023-01-08,,JP,Active
10139,Free,0,2022-01-28,,US,Active
10140,Free,0,2023-02-18,2024-01-11,CA,Churned
10141,Free,0,2024-03-27,2024-04-30,UK,Churned
10142,Pro,15,2023-10-01,2024-09-21,CA,Churned
10143,Business,30,2024-01-22,,CA,Active
10144,Free,0,2022-06-19,2023-06-03,CA,Churned
10145,Free,0,2023-07-05,,JP,Active
10146,Pro,15,2022-12-19,,UK,Active
10147,Pro,15,2023-05-04,2023-06-11,AU,Churned
10148,Pro,15,2023-01-30,2024-01-28,UK,Churned
10149,Business,30,2022-05-24,2022-11-21,UK,Churned
10150,Pro,15,2023-03-02,,US,Active
10151,Free,0,2024-01-27,,CA,Active
10152,Free,0,2024-06-08,,UK,Active
10153,Business,30,2022-02-26,,AU,Active
10154,Pro,15,2022-10-13,,UK,Active
10155,Free,0,2024-04-09,2024-09-20,AU,Churned
10156,Free,0,2022-08-06,2022-10-04,CA,Churned
10157,Pro,15,2024-05-08,,US,Active
10158,Free,0,2023-02-09,,AU,Active
10159,Pro,15,2023-01-03,,AU,Active
10160,Free,0,2024-04-29,,AU,Active
10161,Pro,15,2022-07-24,,AU,Active
10162,Free,0,2022-01-19,,US,Active
10163,Pro,15,2024-05-11,2024-06-30,US,Churned
10164,Business,30,2024-03-22,,JP,Active
10165,Free,0,2022-06-10,2022-10-24,JP,Churned
10166,Free,0,2024-02-23,2025-03-08,JP,Churned
10167,Pro,15,2023-10-21,,JP,Active
10168,Pro,15,2023-12-29,2024-08-30,US,Churned
10169,Business,30,2022-10-21,,UK,Active
10170,Free,0,2022-07-01,,CA,Active
10171,Free,0,2023-02-24,,AU,Active
10172,Business,30,2023-04-12,,US,Active
10173,Business,30,2023-04-28,,CA,Active
10174,Business,30,2022-03-24,2022-09-12,JP,Churned
10175,Free,0,2023-01-08,,AU,Active
10176,Business,30,2022-05-29,2023-05-04,JP,Churned
10177,Pro,15,2022-04-21,,JP,Active
10178,Pro,15,2023-06-18,,CA,Active
10179,Business,30,2023-03-02,2023-06-28,AU,Churned
10180,Pro,15,2022-03-19,,AU,Active
10181,Business,30,2022-12-08,2023-08-23,CA,Churned
10182,Pro,15,2024-04-28,,US,Active
10183,Pro,15,2022-06-25,,UK,Active
10184,Free,0,2023-08-30,2024-07-09,AU,Churned
10185,Free,0,2024-03-02,2024-12-28,AU,Churned
10186,Free,0,2022-06-24,,CA,Active
10187,Pro,15,2022-07-03,,UK,Active
10188,Pro,15,2023-06-19,,UK,Active
10189,Business,30,2022-09-20,,AU,Active
10190,Pro,15,2023-04-30,,CA,Active
10191,Free,0,2024-04-05,,UK,Active
10192,Pro,15,2022-06-08,,AU,Active
10193,Pro,15,2022-01-24,,AU,Active
10194,Business,30,2022-09-18,,CA,Active
10195,Free,0,2022-02-28,2022-06-11,US,Churned
10196,Free,0,2022-04-05,,US,Active
10197,Free,0,2022-01-03,2022-10-15,US,Churned
10198,Business,30,2024-04-28,,AU,Active
10199,Pro,15,2023-07-10,,US,Active
10200,Pro,15,2022-06-21,,US,Active
10201,Free,0,2022-08-03,2022-10-08,US,Churned
10202,Pro,15,2023-07-31,,UK,Active
10203,Pro,15,2023-02-08,2023-06-25,US,Churned
10204,Free,0,2023-04-07,,UK,Active
10205,Pro,15,2022-07-17,,AU,Active
10206,Pro,15,2023-05-15,,CA,Active
10207,Free,0,2023-04-23,,UK,Active
10208,Business,30,2022-01-20,,AU,Active
10209,Business,30,2023-08-23,,CA,Active
10210,Free,0,2022-05-23,,AU,Active
10211,Free,0,2023-08-07,2024-06-29,US,Churned
10212,Business,30,2023-08-06,,AU,Active
10213,Pro,15,2023-01-27,,UK,Active
10214,Business,30,2022-11-18,,CA,Active
10215,Pro,15,2023-06-19,,US,Active
10216,Pro,15,2022-01-03,,AU,Active
10217,Business,30,2022-06-13,2022-12-02,UK,Churned
10218,Free,0,2022-01-23,,US,Active
10219,Business,30,2022-11-11,,US,Active
10220,Pro,15,2022-03-21,,UK,Active
10221,Pro,15,2022-10-30,2022-12-10,CA,Churned
10222,Free,0,2024-02-23,2024-12-31,UK,Churned
10223,Pro,15,2023-10-23,,JP,Active
10224,Pro,15,2023-09-11,,CA,Active
10225,Free,0,2022-04-02,,AU,Active
10226,Pro,15,2023-06-28,,AU,Active
10227,Free,0,2023-04-23,,US,Active
10228,Free,0,2023-01-30,,JP,Active
10229,Pro,15,2023-04-01,,US,Active
10230,Free,0,2022-04-11,,US,Active
10231,Free,0,2022-06-04,2022-10-05,UK,Churned
10232,Business,30,2022-08-17,,JP,Active
10233,Free,0,2023-01-02,,CA,Active
10234,Free,0,2022-09-05,,JP,Active
10235,Free,0,2022-07-10,,US,Active
10236,Business,30,2024-05-09,2024-09-01,US,Churned
10237,Free,0,2023-05-29,,JP,Active
10238,Free,0,2022-01-28,2022-04-27,JP,Churned
10239,Pro,15,2022-04-15,,UK,Active
10240,Free,0,2022-10-15,,JP,Active
10241,Free,0,2023-06-20,,CA,Active
10242,Pro,15,2023-12-01,,UK,Active
10243,Business,30,2022-05-27,,CA,Active
10244,Free,0,2022-11-04,2023-09-14,JP,Churned
10245,Business,30,2024-04-23,,UK,Active
10246,Free,0,2022-05-05,2023-04-13,US,Churned
10247,Pro,15,2024-06-17,,UK,Active
10248,Pro,15,2023-01-29,,US,Active
10249,Free,0,2023-11-07,,CA,Active
10250,Free,0,2022-04-24,,AU,Active
10251,Pro,15,2024-05-08,2024-09-12,AU,Churned
10252,Pro,15,2022-11-08,,CA,Active
10253,Business,30,2023-03-03,2023-12-28,JP,Churned
10254,Business,30,2023-05-14,,AU,Active
10255,Pro,15,2022-04-12,,CA,Active
10256,Business,30,2022-07-21,,CA,Active
10257,Free,0,2023-06-07,2023-09-29,UK,Churned
10258,Free,0,2024-05-05,,AU,Active
10259,Pro,15,2023-08-03,2024-06-06,US,Churned
10260,Free,0,2022-05-22,,US,Active
10261,Free,0,2022-03-23,,AU,Active
10262,Pro,15,2023-02-10,,CA,Active
10263,Business,30,2022-03-15,,US,Active
10264,Free,0,2024-04-04,,US,Active
10265,Free,0,2024-01-29,,JP,Active
10266,Free,0,2024-02-18,2025-01-13,AU,Churned
10267,Business,30,2022-12-10,2023-03-26,CA,Churned
10268,Pro,15,2022-10-09,,UK,Active
10269,Pro,15,2023-07-07,2023-08-12,US,Churned
10270,Pro,15,2024-03-22,,US,Active
10271,Business,30,2023-12-17,2024-10-02,US,Churned
10272,Pro,15,2024-01-06,,CA,Active
10273,Business,30,2022-11-15,2023-04-12,US,Churned
10274,Business,30,2024-01-24,,UK,Active
10275,Free,0,2022-04-05,,JP,Active
10276,Pro,15,2024-03-07,,AU,Active
10277,Free,0,2024-01-03,2024-08-09,UK,Churned
10278,Pro,15,2022-11-20,,UK,Active
10279,Pro,15,2022-01-01,,JP,Active
10280,Pro,15,2023-12-26,,CA,Active
10281,Business,30,2024-01-06,,US,Active
10282,Business,30,2022-12-04,,AU,Active
10283,Business,30,2022-03-19,2022-12-22,UK,Churned
10284,Pro,15,2023-09-28,2024-06-21,UK,Churned
10285,Free,0,2023-12-30,,US,Active
10286,Free,0,2023-11-03,,CA,Active
10287,Free,0,2023-11-19,2024-12-04,US,Churned
10288,Free,0,2022-03-09,,AU,Active
10289,Pro,15,2023-12-17,2024-11-10,JP,Churned
10290,Free,0,2022-02-07,,US,Active
10291,Pro,15,2024-06-04,,JP,Active
10292,Business,30,2023-05-26,2023-07-04,AU,Churned
10293,Business,30,2022-01-15,2022-07-21,JP,Churned
10294,Free,0,2023-10-26,2024-05-19,AU,Churned
10295,Free,0,2024-01-01,,US,Active
10296,Pro,15,2024-01-31,,US,Active
10297,Pro,15,2023-04-05,,UK,Active
10298,Free,0,2022-01-18,2022-07-11,UK,Churned
10299,Pro,15,2023-11-03,,JP,Active
10300,Free,0,2022-06-13,,AU,Active
10301,Free,0,2022-03-19,2023-02-06,US,Churned
10302,Pro,15,2023-07-20,,US,Active
10303,Pro,15,2024-02-26,2024-05-10,JP,Churned
10304,Business,30,2022-10-11,,US,Active
10305,Business,30,2022-04-18,,US,Active
10306,Pro,15,2022-10-19,2023-10-19,US,Churned
10307,Free,0,2024-04-12,,JP,Active
10308,Pro,15,2022-10-08,,UK,Active
10309,Business,30,2023-04-09,,AU,Active
10310,Pro,15,2024-06-11,2024-09-28,CA,Churned
10311,Pro,15,2024-02-03,,US,Active
10312,Pro,15,2022-11-19,,CA,Active
10313,Pro,15,2024-05-25,,JP,Active
10314,Free,0,2023-01-08,,CA,Active
10315,Pro,15,2023-05-02,,UK,Active
10316,Pro,15,2024-06-10,,US,Active
10317,Business,30,2023-02-18,,US,Active
10318,Pro,15,2022-04-28,2022-12-03,US,Churned
10319,Pro,15,2022-07-12,,UK,Active
10320,Free,0,2022-02-24,,US,Active
10321,Pro,15,2022-02-16,,AU,Active
10322,Pro,15,2024-06-03,,AU,Active
10323,Pro,15,2023-02-25,,US,Active
10324,Pro,15,2023-10-14,,UK,Active
10325,Pro,15,2022-09-10,,CA,Active
10326,Free,0,2022-11-23,2023-10-26,CA,Churned
10327,Free,0,2023-11-07,2024-07-05,CA,Churned
10328,Pro,15,2023-07-29,,US,Active
10329,Business,30,2024-05-04,,UK,Active
10330,Pro,15,2022-05-25,,JP,Active
10331,Business,30,2024-04-02,,UK,Active
10332,Pro,15,2023-08-14,,JP,Active
10333,Business,30,2023-04-13,2023-07-19,UK,Churned
10334,Business,30,2023-11-06,,CA,Active
10335,Free,0,2023-12-02,,UK,Active
10336,Pro,15,2023-01-28,,UK,Active
